ID,Name,SpriteURL,BallType,TYPE,HP,ATK,DEF,SPATK,SPDEF,SPD
816,sobble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,pokeball,water,50,40,40,70,40,70
817,drizzile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,GreatBall,water,65,60,55,95,55,90
818,inteleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,ultraball,water,70,85,65,125,65,120
819,skwovet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,pokeball,normal,70,55,55,35,35,25
820,greedent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,ultraball,normal,120,95,95,55,75,20
821,rookidee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,pokeball,flying,38,47,35,33,35,57
822,corvisquire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,GreatBall,flying,68,67,55,43,55,77
823,corviknight,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,ultraball,flying/steel,98,87,105,53,85,67
824,blipbug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,pokeball,bug,25,20,20,25,45,45
825,dottler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,GreatBall,bug/psychic,50,35,80,50,90,30
826,orbeetle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,ultraball,bug/psychic,60,45,110,80,120,90
827,nickit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,pokeball,dark,40,28,28,47,52,50
828,thievul,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,ultraball,dark,70,58,58,87,92,90
829,gossifleur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,pokeball,grass,40,40,60,40,60,10
830,eldegoss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,ultraball,grass,60,50,90,80,120,60
831,wooloo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,pokeball,normal,42,40,55,40,45,48
832,dubwool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,ultraball,normal,72,80,100,60,90,88
833,chewtle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,pokeball,water,50,64,50,38,38,44
834,drednaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,ultraball,water/rock,90,115,90,48,68,74
835,yamper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,pokeball,electric,59,45,50,40,50,26
836,boltund,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,ultraball,electric,69,90,60,90,60,121
837,rolycoly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,pokeball,rock,30,40,50,40,50,30
838,carkol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,GreatBall,rock/fire,80,60,90,60,70,50
839,coalossal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,ultraball,rock/fire,110,80,120,80,90,30
840,applin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,pokeball,grass/dragon,40,40,80,40,40,20
841,flapple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,GreatBall,grass/dragon,70,110,80,95,60,70
842,appletun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,GreatBall,grass/dragon,110,85,80,100,80,30
843,silicobra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,pokeball,ground,52,57,75,35,50,46
844,sandaconda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,ultraball,ground,72,107,125,65,70,71
845,cramorant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,pokeball,flying/water,70,85,55,85,95,85
846,arrokuda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,pokeball,water,41,63,40,40,30,66
847,barraskewda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,ultraball,water,61,123,60,60,50,136
848,toxel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,pokeball,electric/poison,40,38,35,54,35,40
849,toxtricity,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,ultraball,electric/poison,75,98,70,114,70,75
850,sizzlipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,pokeball,fire/bug,50,65,45,50,50,45
851,centiskorch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,ultraball,fire/bug,100,115,65,90,90,65
852,clobbopus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,pokeball,fighting,50,68,60,50,50,32
853,grapploct,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,ultraball,fighting,80,118,90,70,80,42
854,sinistea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,pokeball,ghost,40,45,45,74,54,50
855,polteageist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,ultraball,ghost,60,65,65,134,114,70
856,hatenna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,pokeball,psychic,42,30,45,56,53,39
857,hattrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,GreatBall,psychic,57,40,65,86,73,49
858,hatterene,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,ultraball,psychic/fairy,57,90,95,136,103,29
859,impidimp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png,pokeball,dark/fairy,45,45,30,55,40,50
860,morgrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png,GreatBall,dark/fairy,65,60,45,75,55,70
861,grimmsnarl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,ultraball,dark/fairy,95,120,65,95,75,60
862,obstagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,ultraball,dark/normal,93,90,101,60,81,95
863,perrserker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,ultraball,steel,70,110,100,50,60,50
864,cursola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,ultraball,ghost,60,95,50,145,130,30
865,sirfetchd,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,ultraball,fighting,62,135,95,68,82,65
866,mr-rime,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,ultraball,ice/psychic,80,85,75,110,100,70
867,runerigus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,ultraball,ground/ghost,58,95,145,50,105,30
868,milcery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,pokeball,fairy,45,40,40,50,61,34
869,alcremie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png,ultraball,fairy,65,60,75,110,121,64
870,falinks,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png,pokeball,fighting,65,100,100,70,60,75
871,pincurchin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png,pokeball,electric,48,101,95,91,85,15
872,snom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png,pokeball,ice/bug,30,25,35,45,30,20
873,frosmoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png,ultraball,ice/bug,70,65,60,125,90,65
874,stonjourner,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png,pokeball,rock,100,125,135,20,20,70
876,indeedee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,pokeball,psychic/normal,60,65,55,105,95,95
877,morpeko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,pokeball,electric/dark,58,95,58,70,58,97
878,cufant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,pokeball,steel,72,80,49,40,49,40
879,copperajah,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png,ultraball,steel,122,130,69,80,69,30
880,dracozolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png,pokeball,electric/dragon,90,100,90,80,70,75
881,arctozolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png,pokeball,electric/ice,90,100,90,90,80,55
882,dracovish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,pokeball,water/dragon,90,90,100,70,80,75
883,arctovish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,pokeball,water/ice,90,90,100,80,90,55
884,duraludon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,pokeball,steel/dragon,70,95,115,120,50,85
885,dreepy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,pokeball,dragon/ghost,28,60,30,40,30,82
886,drakloak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,GreatBall,dragon/ghost,68,80,50,60,50,102
887,dragapult,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,ultraball,dragon/ghost,88,120,75,100,75,142
888,zacian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,masterball,fairy,92,120,115,80,115,138
889,zamazenta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,masterball,fighting,92,120,115,80,115,138
890,eternatus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,masterball,poison/dragon,140,85,95,145,95,130
891,kubfu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,masterball,fighting,60,90,60,53,50,72
892,urshifu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,masterball,fighting/dark,100,130,100,63,60,97
893,zarude,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,masterball,dark/grass,105,120,105,70,95,105
894,regieleki,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,masterball,electric,80,100,50,100,50,200
895,regidrago,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,masterball,dragon,200,100,50,100,50,80
896,glastrier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,masterball,ice,100,145,130,65,110,30
897,spectrier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,masterball,ghost,100,65,60,145,80,130
898,calyrex,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,masterball,psychic/grass,100,80,80,80,80,80
899,wyrdeer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,ultraball,normal/psychic,103,105,72,105,75,65
900,kleavor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,ultraball,bug/rock,70,135,95,45,70,85
901,ursaluna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,ultraball,ground/normal,130,140,105,45,80,50
902,basculegion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,ultraball,water/ghost,120,112,65,80,75,78
903,sneasler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,ultraball,fighting/poison,80,130,60,40,80,120
904,overqwil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,ultraball,dark/poison,85,115,95,65,65,85
905,enchilada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,pokeball,fairy/flying,74,115,70,135,80,106
906,sprigatito,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,pokeball,grass,40,61,54,45,45,65
907,floragato,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,GreatBall,grass,61,80,63,60,63,83
908,meowscarada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,ultraball,grass/dark,76,110,70,81,70,123
909,fuecoco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,pokeball,fire,67,45,59,63,40,36
910,crocalor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,GreatBall,fire,81,55,78,90,58,49
911,skeledirge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,ultraball,fire/ghost,104,75,100,110,75,66
912,quaxly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,pokeball,water,55,65,45,50,45,50
913,quaxwell,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,GreatBall,water,70,85,65,65,60,65
914,quaquaval,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,ultraball,water/fighting,85,120,80,85,75,85
915,lechonk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,pokeball,normal,54,45,40,35,45,35
916,oinkologne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,ultraball,normal,110,100,75,59,80,65
917,tarountula,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,pokeball,bug,35,41,45,29,40,20
918,spidops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,ultraball,bug,60,79,92,52,86,35
919,nymble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,pokeball,bug,33,46,40,21,25,45
920,lokix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,ultraball,bug/dark,71,102,78,52,55,92
921,pawmi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,pokeball,electric,45,50,20,40,25,60
922,pawmo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,GreatBall,electric/fighting,60,75,40,50,40,85
923,pawmot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,ultraball,electric/fighting,70,115,70,70,60,105
924,tandemaus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,pokeball,normal,50,50,45,40,45,75
925,maushold,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,ultraball,normal,74,75,70,65,75,111
926,fidough,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png,pokeball,fairy,37,55,70,30,55,65
927,dachsbun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png,ultraball,fairy,57,80,115,50,80,95
928,smoliv,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png,pokeball,grass/normal,41,35,45,58,51,30
929,dolliv,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png,GreatBall,grass/normal,52,53,60,78,78,33
930,arboliva,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png,ultraball,grass/normal,78,69,90,125,109,39
931,squawkabilly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png,pokeball,normal/flying,82,96,51,45,51,92
932,nacli,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png,pokeball,rock,55,55,75,35,35,25
933,naclstack,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png,GreatBall,rock,60,60,100,35,65,35
934,garganacl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png,ultraball,rock,100,100,130,45,90,35
935,charcadet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png,pokeball,fire,40,50,40,50,40,35
936,armarouge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png,ultraball,fire/psychic,85,60,100,125,80,75
937,ceruledge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png,ultraball,fire/ghost,75,125,80,60,100,85
938,tadbulb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png,pokeball,electric,61,31,41,59,35,45
939,bellibolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png,ultraball,electric,109,64,91,103,83,45
940,wattrel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png,pokeball,electric/flying,40,40,35,55,40,70
941,kilowattrel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png,ultraball,electric/flying,70,70,60,105,60,125
942,maschiff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png,pokeball,dark,60,78,60,40,51,51
943,mabosstiff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png,ultraball,dark,80,120,90,60,70,85
944,shroodle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png,pokeball,poison/normal,40,65,35,40,35,75
945,grafaiai,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png,ultraball,poison/normal,63,95,65,80,72,110
946,bramblin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png,pokeball,grass/ghost,40,65,30,45,35,60
947,brambleghast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png,ultraball,grass/ghost,55,115,70,80,70,90
948,toedscool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png,pokeball,ground/grass,40,40,35,50,100,70
949,toedscruel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png,ultraball,ground/grass,80,70,65,80,120,100
950,klawf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png,pokeball,rock,70,100,115,35,55,75
951,capsakid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png,pokeball,grass,50,62,40,62,40,50
952,scovillain,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png,ultraball,grass/fire,65,108,65,108,65,75
953,rellor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png,pokeball,bug,41,50,60,31,58,30
954,rabsca,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png,ultraball,bug/psychic,75,50,85,115,100,45
955,flittle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png,pokeball,psychic,30,35,30,55,30,75
956,espathra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png,ultraball,psychic,95,60,60,101,60,105
957,tinkatink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png,pokeball,fairy/steel,50,45,45,35,64,58
958,tinkatuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png,GreatBall,fairy/steel,65,55,55,45,82,78
959,tinkaton,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png,ultraball,fairy/steel,85,75,77,70,105,94
960,wiglett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png,pokeball,water,10,55,25,35,25,95
961,wugtrio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png,ultraball,water,35,100,50,50,70,120
962,bombirdier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png,pokeball,flying/dark,70,103,85,60,85,82
963,finizen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png,pokeball,water,70,45,40,45,40,75
964,palafin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png,ultraball,water,100,70,72,53,62,100
965,varoom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png,pokeball,steel/poison,45,70,63,30,45,47
966,revavroom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png,ultraball,steel/poison,80,119,90,54,67,90
967,cyclizar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png,pokeball,dragon/normal,70,95,65,85,65,121
968,orthworm,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png,pokeball,steel,70,85,145,60,55,65
969,glimmet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png,pokeball,rock/poison,48,35,42,105,60,60
970,glimmora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png,ultraball,rock/poison,83,55,90,130,81,86
971,greavard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png,pokeball,ghost,50,61,60,30,55,34
972,houndstone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png,ultraball,ghost,72,101,100,50,97,68
973,flamigo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png,pokeball,flying/fighting,82,115,74,75,64,90
974,cetoddle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png,pokeball,ice,108,68,45,30,40,43
975,cetitan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png,ultraball,ice,170,113,65,45,55,73
976,veluza,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png,pokeball,water/psychic,90,102,73,78,65,70
977,dondozo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png,pokeball,water,150,100,115,65,65,35
978,tatsugiri,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png,pokeball,dragon/water,68,50,60,120,95,82
979,annihilape,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png,ultraball,fighting/ghost,110,115,80,50,90,90
980,clodsire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png,ultraball,poison/ground,130,75,60,45,100,20
981,farigiraf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png,ultraball,normal/psychic,120,90,70,110,70,60
982,dudunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png,ultraball,normal,125,100,80,85,75,55
983,kingambit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png,ultraball,dark/steel,100,135,120,60,85,50
996,frigibax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png,pokeball,dragon/ice,65,75,45,35,45,55
997,arctibax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png,GreatBall,dragon/ice,90,95,66,45,65,62
998,baxcalibur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png,ultraball,dragon/ice,115,145,92,75,86,87
999,gimmighoul,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png,pokeball,ghost,45,30,70,75,70,10
1000,gholdengo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png,ultraball,steel/ghost,87,60,95,133,91,84
1001,wo-chien,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png,masterball,dark/grass,85,85,100,95,135,70
1002,chien-pao,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png,masterball,dark/ice,80,120,80,90,65,135
1003,ting-lu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png,masterball,dark/ground,155,110,125,55,80,45
1004,chi-yu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png,masterball,dark/fire,55,80,80,135,120,100
1007,koraidon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png,masterball,fighting/dragon,100,135,115,85,100,135
1008,miraidon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png,masterball,electric/dragon,100,85,100,135,115,135
1011,dipplin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png,GreatBall,grass/dragon,80,80,110,95,80,40
1012,poltchageist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png,pokeball,grass/ghost,40,45,45,74,54,50
1013,sinistcha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png,ultraball,grass/ghost,71,60,106,121,80,70
1014,okidogi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png,masterball,poison/fighting,88,128,115,58,86,80
1015,munkidori,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png,masterball,poison/psychic,88,75,66,130,90,106
1016,fezandipiti,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png,masterball,poison/fairy,88,91,82,70,125,99
1017,ogerpon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png,masterball,grass,80,120,84,60,96,110
1018,archaludon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png,ultraball,steel/dragon,90,105,130,125,65,85
1019,hydrapple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png,ultraball,grass/dragon,106,80,110,120,80,44
1024,terapagos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1024.png,masterball,normal,90,65,85,65,85,60
1025,pecharunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1025.png,masterball,poison/ghost,88,88,160,88,88,88
10091,rattata-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10091.png,pokeball,dark/normal,30,56,35,25,35,72
10092,raticate-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10092.png,pokeball,dark/normal,75,71,70,40,80,77
10100,raichu-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10100.png,pokeball,electric/psychic,60,85,50,95,85,110
10101,sandshrew-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10101.png,pokeball,ice/steel,50,75,90,10,35,40
10102,sandslash-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10102.png,pokeball,ice/steel,75,100,120,25,65,65
10103,vulpix-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10103.png,pokeball,ice,38,41,40,50,65,65
10104,ninetales-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10104.png,pokeball,ice/fairy,73,67,75,81,100,109
10105,diglett-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10105.png,pokeball,ground/steel,10,55,30,35,45,90
10106,dugtrio-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10106.png,pokeball,ground/steel,35,100,60,50,70,110
10107,meowth-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10107.png,pokeball,dark,40,35,35,50,40,90
10108,persian-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10108.png,pokeball,dark,65,60,60,75,65,115
